#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B02866
#Date Time: 2021-03-17 15:54:07.174
#Sample rate: 80000Hz
#Samples: 8192
#Trigger: None
#Channel 1: Range: 50 mV/div Offset: -535 mV Attenuation: 1 X
#Channel 2: Range: 50 mV/div Offset: 6 mV Attenuation: 1 X
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V),Channel 2 (V)
5.1588,0.4609168221284423,0.03596674695237879
5.1588125,0.4609168221284423,0.03596674695237879
5.158825,0.4609168221284423,0.03596674695237879
5.1588375,0.4609168221284423,0.03596674695237879
5.15885,0.4609168221284423,0.03563467405132907
5.1588625,0.4609168221284423,0.03563467405132907
5.158875,0.46058669971630695,0.03596674695237879
5.1588875,0.46058669971630695,0.03596674695237879
5.1589,0.46058669971630695,0.03563467405132907
5.1589125,0.46058669971630695,0.03563467405132907
5.158925,0.4605866997163074,0.03563467405132907
5.1589375,0.4609168221284309,0.035634674051317594
5.15895,0.460586699716308,0.03530260115028041
5.1589625,0.46058669971629707,0.03563467405132907
5.158975,0.46025657730417413,0.03563467405132907
5.1589875,0.46058669971629856,0.03563467405132061
5.159,0.4602565773041758,0.03530260115028358
5.1590125,0.4602565773041647,0.0353026011502863
5.159025,0.4599264548920419,0.03563467405132333
5.1590375,0.4599264548920415,0.035302601150279354
5.15905,0.46025657730416436,0.035302601150279354
5.1590625,0.4602565773041678,0.035302601150279354
5.159075,0.4599264548920449,0.035302601150279354
5.1590875,0.4602565773041693,0.035302601150279354
5.1591,0.4599264548920464,0.035302601150279354
5.1591125,0.4599264548920362,0.03497052824922964
5.159125,0.4599264548920362,0.03497052824924141
5.1591375,0.4599264548920362,0.035302601150278445
5.15915,0.45992645489202616,0.03497052824922964
5.1591625,0.4595963324799032,0.03497052824922964
5.159175,0.45959633247990084,0.03463845534817992
5.1591875,0.45959633247990084,0.03463845534817992
5.1592,0.45959633247990084,0.03463845534817282
5.1592125,0.45959633247990084,0.03430638244713564
5.159225,0.45926621006776547,0.03430638244713564
5.1592375,0.45926621006776547,0.03463845534817282
5.15925,0.4592662100677616,0.03430638244712628
5.1592625,0.45893608765563865,0.03397430954608909
5.159275,0.45926621006776547,0.03430638244712779
5.1592875,0.45926621006776547,0.033974309546090604
5.1593,0.4589360876556301,0.033974309546081397
5.1593124999999995,0.4589360876556301,0.03430638244711843
5.159325,0.4589360876556301,0.03397430954608109
5.1593375,0.4589360876556199,0.03397430954608049
5.15935,0.45860596524349706,0.03397430954608049
5.1593625,0.4586059652434948,0.03397430954607173
5.159375,0.4586059652434948,0.03364223664503455
5.1593875,0.4586059652434948,0.03364223664503078
5.1594,0.4586059652434948,0.03364223664503078
5.1594125,0.45827584283136513,0.03364223664503078
5.159425,0.4586059652434879,0.03364223664503078
5.1594375,0.45827584283136363,0.03364223664503078
5.15945,0.4586059652434864,0.03364223664503078
5.1594625,0.4586059652434948,0.03331016374398106
5.159475,0.4586059652434948,0.03331016374398106
5.1594875,0.4582758428313594,0.03364223664502972
5.1594999999999995,0.4582758428313594,0.03331016374399254
5.1595125,0.4579457204192245,0.03331016374398106
5.159525,0.4582758428313594,0.03297809084294191
5.1595375,0.4582758428313594,0.033310163743978945
5.15955,0.45794572041922404,0.03297809084294041
5.1595625,0.45794572041922404,0.03331016374397744
5.159575,0.45827584283135203,0.03297809084293874
5.1595875,0.45794572041922915,0.033310163743975926
5.1596,0.45794572041922404,0.03264601794188752
5.1596125,0.45794572041922404,0.0329780908429247
5.159625,0.4576155980070887,0.03264601794188163
5.1596375,0.4576155980070887,0.03264601794188163
5.15965,0.4576155980070887,0.032978090842928624
5.1596625,0.4576155980070887,0.032646017941891446
5.159675,0.4572854755949557,0.03264601794188163
5.1596874999999995,0.4579457204192015,0.03264601794188163
5.1597,0.45761559800708895,0.03264601794188163
5.1597125,0.45728547559496396,0.03231394504085335
5.159725,0.4576155980070869,0.03297809084292772
5.1597375,0.4572854755949533,0.032313945040841126
5.15975,0.4572854755949533,0.032646017941878304
5.1597625,0.4576155980070812,0.03264601794188163
5.159775,0.45728547559495825,0.03264601794188163
5.1597875,0.4572854755949533,0.03264601794188163
5.1598,0.4572854755949533,0.03264601794188163
5.1598125,0.4572854755949533,0.03231394504083191
5.159825,0.4572854755949533,0.03231394504083191
5.1598375,0.4572854755949533,0.03231394504082889
5.15985,0.4572854755949533,0.03198187213979186
5.1598625,0.4572854755949518,0.03264601794187861
5.1598749999999995,0.4569553531828291,0.031981872139804544
5.1598875,0.456955353182818,0.031981872139782194
5.1599,0.45695535318280717,0.031981872139782194
5.1599125,0.4566252307706843,0.031981872139782194
5.159925,0.45695535318280867,0.031981872139782194
5.1599375,0.4566252307706858,0.031981872139782194
5.15995,0.45662523077069045,0.031981872139782194
5.1599625,0.45695535318281316,0.031981872139782194
5.159975,0.456955353182818,0.03198187213977585
5.1599875,0.456955353182818,0.03164979923873882
5.16,0.4566252307706826,0.031981872139782194
5.1600125,0.4566252307706826,0.031981872139782194
5.160025,0.4566252307706826,0.031981872139782194
5.1600375,0.4566252307706826,0.031981872139782194
5.16005,0.45629510835854725,0.031981872139780536
5.1600624999999996,0.45629510835854725,0.03164979923874335
5.160075,0.45629510835854725,0.031981872139782194
5.1600875,0.45629510835854725,0.03164979923873248
5.1601,0.45629510835854725,0.03164979923873248
5.1601125,0.45629510835854725,0.03164979923873248
5.160125,0.45629510835854725,0.03164979923873248
