#Digilent WaveForms Scope FFT
#Device Name: Discovery2
#Serial Number: SN:210321B02866
#Date Time: 2021-03-17 16:14:18.759

Frequency (Hz),Channel 1 (V),Channel 2 (V)
0,0.9067745511889631,0.08893319924815617
1.953125,0.8750464657504549,0.08577786385615334
3.90625,0.5849512241030379,0.05727733036951378
5.859375,0.17603267046113721,0.01718041059863456
7.8125,0.01272060605654411,0.0012660431258434558
9.765625,0.00011240724929792701,0.00040167299259189594
11.71875,0.00010030725940467564,0.0002939975985813706
13.671875,0.00012765766020602067,0.0001961966954915643
15.625,0.00015812140224807393,0.00011380832913233058
17.578125,0.0001390535035277577,7.26065438230657e-5
19.53125,8.464389837457769e-5,0.00014006629388766894
21.484375,3.356783145185e-5,0.00014528716826456273
23.4375,2.7586895453244397e-5,8.534216765436184e-5
25.390625,5.773891167672439e-5,4.4386914262876735e-5
27.34375,9.888873600406495e-5,0.00010524344220604658
29.296875,0.00012031495154582285,0.00012971725284535504
31.25,0.00015576541977728936,0.00010713263153492622
33.203125,0.0001398182265291786,8.367035634236851e-5
35.15625,4.527540773546293e-5,8.797714223944913e-5
37.109375,4.176573659753651e-5,0.00010956383235750872
39.0625,8.591317661178564e-5,6.405243680325119e-5
41.015625,0.00015748764642720253,3.5078641525232424e-5
42.96875,0.00023571889921036963,9.389290187616852e-5
44.921875,0.0002478698347384846,0.00013806423177668007
46.875,0.0002461236068347054,0.00015199827776410136
48.828125,0.0002313266208594557,0.00011228169666880922
50.78125,0.00013342742027877913,6.548940161440601e-5
52.734375,0.000317321845558517,0.0003130701246458118
54.6875,0.0023645918983450274,0.0022440903206496555
56.640625,0.005856070947109436,0.005649421347914873
58.59375,0.007462072545585951,0.0072577610678023
60.546875,0.007453104306822565,0.007315008997456996
62.5,0.006716037277755601,0.006659426478535368
64.453125,0.00367377178900548,0.003715546271502233
66.40625,0.0007210652352235422,0.0008609722274574024
68.359375,0.00010979133649828265,0.00011162910177118376
70.3125,0.00012884119084648267,8.36581127002962e-5
72.265625,0.00013907361714989776,3.692953099764607e-5
74.21875,0.00018345567135656578,9.686075586488665e-5
76.171875,0.0002395348612518777,0.00012768868219704366
78.125,0.00026210111118888047,0.00012309782257062155
80.078125,0.00022892481085746717,0.00010181988342487706
82.03125,0.00015561858421198817,7.771519370415627e-5
83.984375,7.285233941494698e-5,5.6688445435950484e-5
85.9375,2.2007739408794593e-5,6.027524058143863e-5
87.890625,5.7460743965164365e-5,7.093934912895473e-5
89.84375,6.80939047502899e-5,7.338266049163644e-5
91.796875,5.450460377842745e-5,5.64304117316627e-5
93.75,8.018787100623209e-5,2.9343641424789676e-5
95.703125,8.667887105414987e-5,2.0979582625005116e-5
97.65625,9.079324596725248e-5,6.129897380525661e-5
99.609375,9.454487740020499e-5,6.597270674759506e-5
101.5625,9.793915907687716e-5,4.271403291217869e-5
103.515625,9.273387737102945e-5,1.500691711856607e-5
105.46875,9.187178431911636e-5,3.881470668272012e-5
107.421875,7.622842081194287e-5,3.795436582534845e-5
109.375,5.587147480972443e-5,5.321945494469091e-5
111.328125,9.82243544453335e-5,6.242506735686618e-5
113.28125,0.00012932879722737828,4.716220727423468e-5
115.234375,8.189896637668238e-5,6.357001554338284e-5
117.1875,7.652570607270789e-5,0.0001812435497661432
119.140625,0.0001628468012284939,0.00022164764178230563
121.09375,0.0002542358976546586,0.00026235602007708306
123.046875,0.00030196545486674324,0.000256476766341638
125,0.00023043899190171294,0.0001279548803345128
126.953125,0.00012381114921025836,5.824510736208976e-5
128.90625,5.812787887565759e-5,9.377018517739134e-5
130.859375,5.693622273816898e-5,0.00013648500874300143
132.8125,7.91480968186369e-5,0.00014718621541551677
134.765625,0.00010017492423050972,0.0001715400717238845
136.71875,0.00011478599466282469,0.00015675219256353363
138.671875,8.849310625618017e-5,8.534816135145006e-5
140.625,6.304232714815112e-5,2.2102910498382862e-5
142.578125,6.774028859447132e-5,4.119127556208124e-5
144.53125,7.643657082540844e-5,5.539247718447443e-5
146.484375,5.157863227451354e-5,3.8340319846364504e-5
148.4375,1.642239925393579e-5,4.2493550012977764e-5
150.390625,7.140597363698957e-5,3.860870033878691e-5
152.34375,9.133291957017309e-5,2.8889118214437124e-5
154.296875,9.229866025542943e-5,1.8930418151357436e-5
156.25,7.408752910856772e-5,2.964413166706942e-5
158.203125,4.276791560322608e-5,4.807363494814421e-5
160.15625,5.415189474443184e-5,6.591950745514595e-5
162.109375,6.904864012639925e-5,0.00010263311177532785
164.0625,7.18572501122203e-5,0.00013303194198630432
166.015625,6.904368171106193e-5,0.000136118804639556
167.96875,6.668434628879431e-5,0.00013762088998333827
169.921875,4.7140293613040225e-5,0.00013351852393464256
171.875,4.523845278925948e-5,9.299689147130425e-5
173.828125,0.00045364249071674407,0.00047778618639054087
175.78125,0.0017387103496153287,0.0019069871407884234
177.734375,0.002863468551733832,0.0031869918480149956
179.6875,0.003054652274645707,0.0034495737808716313
181.640625,0.0030265315425148306,0.0033719929373457356
183.59375,0.0022460872134848903,0.0024361208791503124
185.546875,0.0008313054442246331,0.000847225444954044
187.5,0.00013492467966425687,4.379396876060657e-5
189.453125,5.9365778579643504e-5,3.99942861696638e-5
191.40625,7.385403038850118e-5,5.12966892137128e-5
193.359375,8.639017541039993e-5,7.471764128566626e-5
195.3125,0.00010952594571333138,7.65593597541289e-5
197.265625,0.00011631796309870299,4.492808080695691e-5
199.21875,9.299600263731944e-5,3.3424284623628056e-5
201.171875,6.954902159643103e-5,7.63173951184227e-5
203.125,6.070292876190867e-5,0.00010992730619190212
205.078125,7.594795378849332e-5,0.00013795146697401873
207.03125,9.323690982853642e-5,0.00013362134387502034
208.984375,0.00012353963109024954,0.0001059030623276702
210.9375,0.00014580338986149334,7.036518900570117e-5
212.890625,0.00014328158606720162,5.516690956680456e-5
214.84375,0.0001379559540446022,6.689777955857104e-5
216.796875,0.00011575402583990831,6.314860508258538e-5
218.75,8.61496643513875e-5,3.095517147588475e-5
220.703125,4.7846129246280706e-5,3.365714213118747e-5
222.65625,2.1165283104409376e-5,4.463086530931539e-5
224.609375,5.114027030922644e-5,6.643586231781376e-5
226.5625,6.126904662124019e-5,9.113406351531879e-5
228.515625,4.763542008649407e-5,9.848442489123292e-5
230.46875,7.028826743751753e-5,6.912780132006193e-5
232.421875,8.556941679252604e-5,3.858217340777323e-5
234.375,4.938673345523434e-5,4.914134768192668e-5
236.328125,4.7135204538435365e-5,0.00010742638168413707
238.28125,0.0001058081873167548,0.00014348353462089358
240.234375,0.00011733563173370983,0.00013813944963114982
242.1875,0.00010284460065935513,0.00013025026906865884
244.140625,7.284595635422038e-5,9.613624267776183e-5
246.09375,6.33728892773208e-5,6.322841144691857e-5
248.046875,5.0501840196222244e-5,6.73181306096484e-5
250,3.872176973193104e-5,6.323245418102954e-5
251.953125,3.101819662254697e-5,5.1261136549548045e-5
253.90625,1.5824002946012716e-5,6.210321445968924e-5
255.859375,2.1007340818082697e-5,6.0730780355465653e-5
257.8125,2.723261653392143e-5,4.965564807787463e-5
259.765625,6.376941020869974e-6,2.126209549249425e-5
261.71875,1.0110998432973237e-5,1.4240737084201093e-5
263.671875,2.272302636764755e-5,3.4941540905302614e-5
265.625,2.6680144932795124e-5,6.125197583494386e-5
267.578125,6.397781628866862e-6,6.639863652646845e-5
269.53125,4.067231504319525e-5,4.3532995281512035e-5
271.484375,6.087963725197598e-5,6.0663929392740744e-5
