#Digilent WaveForms Scope FFT
#Device Name: Discovery2
#Serial Number: SN:210321B02866
#Date Time: 2021-03-17 15:36:14.896

Frequency (Hz),Channel 1 (V),Channel 2 (V)
0,3.2070897335968294,2.7033857459265205
0.1953125,3.0948867144988528,2.608814357212756
0.390625,2.0689145892916088,1.7440205087771847
0.5859375,0.6225119751420746,0.5247920612061416
0.78125,0.04490560440498806,0.03785097335001534
0.9765625,0.00010575789325007215,0.00013456844714041202
1.171875,0.00014684094530009013,0.0001647066032843715
1.3671875,0.00014675557871113862,0.000138230128665488
1.5625,0.00010960183058221097,8.337480013821829e-5
1.7578125,8.856146694137879e-5,4.006143343251386e-5
1.953125,0.00010604315117698718,2.3875880778988326e-5
2.1484375,0.00011898820518519938,3.545014152112594e-5
2.34375,0.00011990605570521111,0.00010406099906897107
2.5390625,8.88123118331817e-5,0.00015403041483144872
2.734375,6.838833261606864e-5,0.00021445629561737029
2.9296875,3.7090693051252013e-5,0.0002311300922106162
3.125,8.790151552607921e-5,0.00018736761028489353
3.3203125,0.00014412899282008413,0.0001316477741535538
3.515625,0.00016839115764321635,6.841722750681596e-5
3.7109375,0.000171525815266018,2.931774055177897e-5
3.90625,0.00017237379209909007,5.600836423360456e-5
4.1015625,0.00018046527307540033,0.00012439992394571917
4.296875,0.0001704189488698389,0.00018834584889462048
4.4921875,0.00016139330001652,0.00020142921030038544
4.6875,0.00016280317057669748,0.00018234332030017973
4.8828125,0.00014772575545312679,0.0001412754568745416
5.078125,0.0001598935048623813,0.00013223225728824746
5.2734375,0.00021534253578112876,0.00014593039708927946
5.46875,0.00025150701038069613,0.000145616882928314
5.6640625,0.0002440889249989523,0.00019535898110419972
5.859375,0.0001752014104865891,0.00020574604136409358
6.0546875,6.636607790960217e-5,0.00022674966336545222
6.25,4.1242700259371786e-5,0.0002583241432748749
6.4453125,9.646573530611297e-5,0.00023524396108320512
6.640625,0.00011419171076123155,0.00018899692020951268
6.8359375,0.00011349323813309125,0.00014697715776589392
7.03125,0.00012128262231028175,8.098977126813263e-5
7.2265625,9.650016142917098e-5,5.880274871253735e-6
7.421875,4.022670206435605e-5,6.768335050641938e-5
7.6171875,3.138227325973155e-5,4.508622154149894e-5
7.8125,4.397230182981992e-5,8.481001724759511e-5
8.0078125,2.7093264654683886e-5,0.00015231164540288372
8.203125,2.248339154464851e-5,0.00017490680724789977
8.3984375,3.760603975726472e-5,0.00016506068984257932
8.59375,5.330176470961232e-5,0.00016520899293250027
8.7890625,6.960319025766663e-5,0.00022230946526422452
8.984375,7.027521722291933e-5,0.0002593132036938552
9.1796875,6.164582308871498e-5,0.00025077690189066255
9.375,6.830856668311726e-5,0.00020166959931097964
9.5703125,7.650787209899125e-5,0.00016774424587527392
9.765625,7.599484521245359e-5,0.00012684870694974285
9.9609375,8.675529621751355e-5,7.669104098497365e-5
10.15625,0.00010133898222189648,5.312062558096e-5
10.3515625,8.35556522318686e-5,0.00010962645168206883
10.546875,4.325919203124e-5,0.00017142819885094797
10.7421875,3.086504183112119e-5,0.00021598745796247776
10.9375,3.379412449689503e-5,0.0002458875210526456
11.1328125,6.698074881494705e-5,0.0002190384872320281
11.328125,0.00011442784681815254,0.00014606747661886048
11.5234375,0.00012675231355030746,8.561667794741654e-5
11.71875,8.70658039852108e-5,8.628750489877188e-5
11.9140625,1.4296178236727884e-5,0.0001257835579597013
12.109375,6.789053446359006e-5,0.00020655487856980565
12.3046875,8.932802646750689e-5,0.00027438830433631513
12.5,7.227093934013355e-5,0.00029944228684346806
12.6953125,2.953721137973913e-5,0.0002442356398756833
12.890625,6.0794616260015004e-5,0.00015426721899162107
13.0859375,6.879788453040298e-5,7.467448287958674e-5
13.28125,4.57886459135359e-5,1.0976064987160118e-5
13.4765625,3.376554782960017e-5,7.575636773556247e-5
13.671875,6.74828371362293e-5,0.00014550338354278594
13.8671875,0.00013028709010804836,0.00016890593522026704
14.0625,0.00016101030825817073,0.00018409263390900256
14.2578125,0.00016394333195276047,0.00013093900304924364
14.453125,0.0001515329811061293,7.947913129895188e-5
14.6484375,0.00012365556663623803,0.00010572921188993095
14.84375,9.936464224259535e-5,0.00011840083876406981
15.0390625,8.812712942409827e-5,0.00010322085082506144
15.234375,9.933555675709519e-5,0.00011522259498031742
15.4296875,0.00010759178121270891,0.0001520955939572719
15.625,7.813314384764517e-5,0.0001947839026888625
15.8203125,4.9163033919628116e-5,0.0002196521767949861
16.015625,3.0195899085574906e-5,0.00015534316220242264
16.2109375,6.656976606990544e-6,6.663482306399004e-5
16.40625,1.547664039090346e-5,6.682272455149804e-5
16.6015625,4.94242416294663e-5,5.0360203737650576e-5
16.796875,8.803552363616922e-5,0.00010882253708601707
16.9921875,0.00014773284095729794,0.00020482328784781722
17.1875,0.0002160661287884984,0.0002847336675138356
17.3828125,0.00025238672614905333,0.0002430564525773485
17.578125,0.00025328505068122496,9.800369343164155e-5
17.7734375,0.00023349230121704612,0.00010981567657524324
17.96875,0.0002021321450142531,0.00022862536478416226
18.1640625,0.00016712984471421648,0.00027977705482750873
18.359375,0.00013092008626444204,0.00027186436184609657
18.5546875,0.00013038330924457944,0.00028298222796213624
18.75,0.00014397468489194183,0.0003041653138335284
18.9453125,0.00013699697232803285,0.00032322317461672725
19.140625,0.00013929890838315645,0.0003392802562382084
19.3359375,0.00014984681609228978,0.00032409831256379336
19.53125,0.00012582831334119747,0.00029734655823149584
19.7265625,0.0001062713124613652,0.0002720269461243098
19.921875,0.00011019484943476795,0.00020971326808094616
20.1171875,7.807989545761632e-5,0.0001235659287294712
20.3125,3.2744974907866706e-5,0.0001800058292965426
20.5078125,6.57522475063542e-5,0.0002730256032924784
20.703125,0.00010247354065485107,0.00031183641615160706
20.8984375,0.00013161547179941377,0.0002924703771774368
21.09375,0.0001534888885547682,0.0002485639149567143
21.2890625,0.00013178254976110762,0.00020081785154190928
21.484375,7.736487632134952e-5,0.00014108575173749104
21.6796875,4.20566850458318e-5,9.665202676860939e-5
21.875,1.6756136262742714e-5,8.062372762927812e-5
22.0703125,1.5883450183897603e-5,4.765703068210085e-5
22.265625,2.4401270606137296e-5,1.2120394197840674e-5
22.4609375,3.221507126055208e-5,3.797705408499981e-5
22.65625,5.1594938081905715e-5,9.280436165503598e-5
22.8515625,6.525926823510074e-5,0.00014139934152849183
23.046875,9.365403316395515e-5,0.00013446210496369256
23.2421875,0.00012413922098859136,7.394260012974676e-5
23.4375,0.00012621189009141327,1.61986631256503e-5
23.6328125,9.585066533513581e-5,5.877635072115633e-5
23.828125,5.5513211384138345e-5,6.846441547843437e-5
24.0234375,5.241867055776889e-6,5.519994828488476e-5
24.21875,5.9765941776960976e-5,7.099570934647023e-5
24.4140625,0.00011182495140616035,6.594752089235626e-5
24.609375,0.00014204899151383507,4.859792283510231e-5
24.8046875,0.00012987758328250994,3.340934926490684e-5
25,0.0001027397195797527,4.459027419716281e-5
25.1953125,9.726985480484753e-5,4.1607117081804196e-5
25.390625,4.9920427103414745e-5,4.104786157033826e-5
25.5859375,2.98180937650357e-5,4.9068230625531325e-5
25.78125,8.395669970080459e-5,7.226107639826985e-5
25.9765625,0.00010205272392736204,0.00011107697348568946
26.171875,5.752068691450815e-5,0.00011629347707277047
26.3671875,1.608977318111467e-5,0.00011833721515305954
26.5625,6.0124418017958656e-5,0.00014264983834962074
26.7578125,5.757133524538975e-5,9.658165864449195e-5
26.953125,2.327270382706488e-5,3.25137778774028e-5
27.1484375,5.3106721972115145e-5,7.31166133053384e-5
27.34375,8.478491746162137e-5,0.00016748035534562536
27.5390625,0.00012089755420209798,0.0002408970579909169
27.734375,0.00014986862264460137,0.00025881457076962824
27.9296875,0.0001852800890235734,0.00024060126223321497
28.125,0.0002068664041796725,0.00021942501017766623
28.3203125,0.00021518298829825293,0.00018238482348708972
28.515625,0.00022598034428417257,0.00018703951783993514
28.7109375,0.00020111431733259454,0.00025077957536995775
28.90625,0.0001438394457968825,0.00028528593064410505
29.1015625,0.00010647383112957828,0.00026738821425688564
